,Movie,Production Budget,Domestic Gross,Worldwide Gross,Genre,Movie Rating,User Rating,Meta Score,Duration in mins,Director,Lead,Year,User Rating Good/Bad,Meta Score Good/Bad,Director Count 0/1,Director Count
5955,MILDRED PIERCE (1945),,,,Drama,Approved,7.9,88.0,111.0,['Michael Curtiz'],Joan Crawford,1945,1.0,1.0,1.0,1.0
2749,MILE 22 (2018),35000000.0,36108758.0,66295121.0,,,,,,,,,,,,
2750,MILK (2008),20000000.0,31841299.0,57293371.0,,,,,,,,,,,,
5956,MILLENNIUM ACTRESS (2001),,,,Animation,PG,7.8,70.0,87.0,['Satoshi Kon'],Miyoko Shôji,2001,1.0,1.0,1.0,1.0
5957,MILLER'S CROSSING (1990),,,,Horror,R,7.7,66.0,115.0,"['Joel Coen', 'Ethan Coen']",Gabriel Byrne,1990,1.0,1.0,0.0,2.0
2751,MILLION DOLLAR ARM (2014),25000000.0,36447959.0,39217912.0,,,,,,,,,,,,
2752,MILLION DOLLAR BABY (2004),30000000.0,100492203.0,231928227.0,Drama,PG-13,8.1,86.0,132.0,['Clint Eastwood'],Hilary Swank,2004,1.0,1.0,1.0,1.0
2753,MINARI (2020),2000000.0,2964816.0,15474659.0,,,,,,,,,,,,
2754,MINDHUNTERS (2005),27000000.0,4476235.0,16566235.0,,,,,,,,,,,,
2755,MINIONS (2015),74000000.0,336045770.0,1157271759.0,,,,,,,,,,,,
2756,MINIONS THE RISE OF GRU (2022),80000000.0,369225600.0,936019120.0,,,,,,,,,,,,
2757,MINORITY REPORT (2002),102000000.0,132024714.0,358824714.0,Action/Adventure,PG-13,7.7,80.0,145.0,['Steven Spielberg'],Tom Cruise,2002,1.0,1.0,1.0,1.0
2758,MIRACLE (2004),28000000.0,64378093.0,64474705.0,,,,,,,,,,,,
2759,MIRACLE AT ST ANNA (2008),45000000.0,7916887.0,9676497.0,,,,,,,,,,,,
5958,MIRACLE ON 34TH STREET (1947),,,,Comedy-Drama,Not Rated,7.9,88.0,96.0,['George Seaton'],Edmund Gwenn,1947,1.0,1.0,1.0,1.0
2760,MIRACLES FROM HEAVEN (2016),13000000.0,61705123.0,73773317.0,,,,,,,,,,,,
5959,MIRROR (1975),,,,Biography,Not Rated,8.0,80.0,107.0,['Andrei Tarkovsky'],Margarita Terekhova,1975,1.0,1.0,1.0,1.0
2761,MIRROR MIRROR (2012),85000000.0,64935167.0,173613482.0,,,,,,,,,,,,
2762,MIRRORMASK (2005),4000000.0,864959.0,973613.0,,,,,,,,,,,,
2763,MIRRORS (2008),35000000.0,30691439.0,77220596.0,,,,,,,,,,,,
5960,MISCONDUCT (2016),,,,Drama,R,5.3,24.0,106.0,['Shintaro Shimosawa'],Josh Duhamel,2016,0.0,1.0,1.0,1.0
5961,MISERY (1990),,,,Drama,R,7.8,75.0,107.0,['Rob Reiner'],James Caan,1990,1.0,1.0,1.0,1.0
2764,MISS BALA (2019),15000000.0,14998027.0,15364632.0,,,,,,,,,,,,
2765,MISS CONGENIALITY (2000),45000000.0,106807667.0,213420951.0,,,,,,,,,,,,
2766,MISS CONGENIALITY 2 ARMED AND FABULOUS (2005),60000000.0,48478006.0,101292343.0,Action/Adventure,PG-13,5.1,34.0,115.0,['John Pasquin'],Sandra Bullock,2005,0.0,1.0,1.0,1.0
2767,MISS MARCH (2009),6000000.0,4543320.0,4713059.0,Romance,R,5.0,7.0,90.0,"['Zach Cregger', 'Trevor Moore']",Zach Cregger,2009,0.0,1.0,0.0,2.0
2768,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN (2016),110000000.0,87242834.0,295986876.0,,,,,,,,,,,,
2769,MISS POTTER (2006),30000000.0,3005605.0,35891257.0,,,,,,,,,,,,
2770,MISS SLOANE (2016),18000000.0,3500605.0,7768259.0,,,,,,,,,,,,
2771,MISSION IMPOSSIBLE (1996),80000000.0,180981886.0,457697994.0,,,,,,,,,,,,
2772,MISSION IMPOSSIBLE 2 (2000),120000000.0,215409889.0,549588516.0,,,,,,,,,,,,
2773,MISSION IMPOSSIBLE FALLOUT (2018),178000000.0,220159104.0,787176729.0,Action/Adventure,PG-13,7.7,86.0,147.0,['Christopher McQuarrie'],Tom Cruise,2018,1.0,1.0,1.0,1.0
2774,MISSION IMPOSSIBLE GHOST PROTOCOL (2011),145000000.0,209397903.0,694713230.0,,,,,,,,,,,,
2775,MISSION IMPOSSIBLE III (2006),150000000.0,133501348.0,399387745.0,,,,,,,,,,,,
2776,MISSION IMPOSSIBLE ROGUE NATION (2015),150000000.0,195042377.0,688858992.0,,,,,,,,,,,,
2777,MISSION TO MARS (2000),90000000.0,60874615.0,106000000.0,,,,,,,,,,,,
5962,MISSISSIPPI BURNING (1988),,,,Drama,R,7.8,65.0,128.0,['Alan Parker'],Gene Hackman,1988,1.0,1.0,1.0,1.0
2778,MISSISSIPPI MERMAID (1969),1600000.0,27795.0,2627795.0,,,,,,,,,,,,
2779,MO' BETTER BLUES (1990),10000000.0,16153000.0,16153000.0,,,,,,,,,,,,
2780,MOANA (2016),150000000.0,248757044.0,631499621.0,Animation,PG,7.6,81.0,107.0,"['Ron Clements', 'John Musker', 'Don Hall', 'Chris Williams']",Auli'i Cravalho,2016,1.0,1.0,0.0,4.0
2781,MOARTEA DOMNULUI LAZARESCU (2006),425000.0,80301.0,581304.0,,,,,,,,,,,,
2782,MOBY DICK (1956),4500000.0,10400000.0,10412402.0,,,,,,,,,,,,
2783,MODERN PROBLEMS (1981),8000000.0,24474312.0,24474312.0,,,,,,,,,,,,
2784,MODERN TIMES (1936),1500000.0,163245.0,229549.0,Romance,G,8.5,96.0,87.0,['Charles Chaplin'],Charles Chaplin,1936,1.0,1.0,1.0,1.0
2785,MOLIERE (2007),21600000.0,635733.0,791154.0,,,,,,,,,,,,
2786,MOLLY (1999),21000000.0,17396.0,17396.0,,,,,,,,,,,,
2787,MOLLY'S GAME (2017),30000000.0,28780744.0,53296424.0,,,,,,,,,,,,
2788,MOMMIE DEAREST (1981),5000000.0,19032000.0,25032000.0,,,,,,,,,,,,
2789,MOMMY (2014),4900000.0,3498695.0,17536004.0,Drama,R,8.0,74.0,139.0,['Xavier Dolan'],Anne Dorval,2014,1.0,1.0,1.0,1.0
2790,MOMS' NIGHT OUT (2014),5000000.0,10429707.0,10537341.0,Comedy,PG,5.3,25.0,98.0,"['Andrew Erwin', 'Jon Erwin']",Sarah Drew,2014,0.0,1.0,0.0,2.0
2791,MONA LISA SMILE (2003),65000000.0,63803100.0,141205169.0,,,,,,,,,,,,
2792,MONDAYS IN THE SUN (2003),4000000.0,146402.0,146402.0,,,,,,,,,,,,
2793,MONEY MONSTER (2016),27000000.0,41012075.0,93466095.0,,,,,,,,,,,,
2794,MONEY TALKS (1997),25000000.0,41076865.0,41076865.0,,,,,,,,,,,,
2795,MONEY TRAIN (1995),68000000.0,35324232.0,77224232.0,,,,,,,,,,,,
2796,MONEYBALL (2011),50000000.0,75605492.0,111300835.0,Biography,PG-13,7.6,87.0,133.0,['Bennett Miller'],Brad Pitt,2011,1.0,1.0,1.0,1.0
2797,MONGOL (2008),18000000.0,5705761.0,27147349.0,,,,,,,,,,,,
2798,MONKEYBONE (2001),75000000.0,5409517.0,5409517.0,Comedy,PG-13,4.8,40.0,93.0,['Henry Selick'],Brendan Fraser,2001,0.0,1.0,1.0,1.0
2799,MONONOKE HIME (1999),20000000.0,2374107.0,150345863.0,,,,,,,,,,,,
2800,MONOS (2019),2000000.0,406473.0,2013217.0,,,,,,,,,,,,
2801,MONSOON WEDDING (2002),1200000.0,13876974.0,27025600.0,,,,,,,,,,,,
2802,MONSTER (2003),5000000.0,34469210.0,64200321.0,,,,,,,,,,,,
2803,MONSTER HOUSE (2006),75000000.0,73661010.0,141267370.0,,,,,,,,,,,,
2804,MONSTER HUNTER (2020),60000000.0,15162470.0,44453937.0,Action/Adventure,PG-13,5.2,47.0,103.0,['Paul W.S. Anderson'],Milla Jovovich,2020,0.0,1.0,1.0,1.0
2805,MONSTER IN LAW (2005),45000000.0,82931301.0,155931301.0,,,,,,,,,,,,
2806,MONSTER TRUCKS (2016),125000000.0,33370166.0,61642798.0,,,,,,,,,,,,
2807,MONSTER'S BALL (2001),4000000.0,31273922.0,43766463.0,,,,,,,,,,,,
2808,MONSTERS (2010),500000.0,237301.0,5639730.0,,,,,,,,,,,,
5963,MONSTERS DARK CONTINENT (2014),,,,Horror,R,4.3,42.0,119.0,['Tom Green'],Johnny Harris,2014,0.0,1.0,1.0,1.0
2809,MONSTERS INC (2001),115000000.0,290149425.0,560483719.0,Animation,G,8.1,79.0,92.0,"['Pete Docter', 'David Silverman', 'Lee Unkrich']",Billy Crystal,2001,1.0,1.0,0.0,3.0
2810,MONSTERS UNIVERSITY (2013),200000000.0,268488329.0,743455810.0,,,,,,,,,,,,
2811,MONSTERS VS ALIENS (2009),175000000.0,198351526.0,381687380.0,,,,,,,,,,,,
2812,MONTE CARLO (2011),20000000.0,23186769.0,39686769.0,,,,,,,,,,,,
2813,MONTY PYTHON AND THE HOLY GRAIL (1975),400000.0,3427696.0,5028948.0,Comedy,PG,8.2,91.0,91.0,"['Terry Gilliam', 'Terry Jones']",Graham Chapman,1975,1.0,1.0,0.0,2.0
2814,MOON (2009),5000000.0,5010163.0,10676073.0,Sci-fi/Fantasy,R,7.8,67.0,97.0,['Duncan Jones'],Sam Rockwell,2009,1.0,1.0,1.0,1.0
2815,MOONFALL (2022),150000000.0,19060660.0,59053195.0,Action/Adventure,PG-13,5.1,41.0,130.0,['Roland Emmerich'],Halle Berry,2022,0.0,1.0,1.0,1.0
2816,MOONLIGHT (2016),1500000.0,27854931.0,64947938.0,,,,,,,,,,,,
2817,MOONLIGHT MILE (2002),21000000.0,6830957.0,6830957.0,,,,,,,,,,,,
2818,MOONRAKER (1979),31000000.0,70300000.0,210300000.0,,,,,,,,,,,,
2819,MOONRISE KINGDOM (2012),16000000.0,45512466.0,68848446.0,Romance,PG-13,7.8,84.0,94.0,['Wes Anderson'],Jared Gilman,2012,1.0,1.0,1.0,1.0
2820,MOOZ LUM (2011),1500000.0,362239.0,372239.0,,,,,,,,,,,,
2821,MORBIUS (2022),75000000.0,73793072.0,162686979.0,Action/Adventure,PG-13,5.2,35.0,104.0,['Daniel Espinosa'],Jared Leto,2022,0.0,1.0,1.0,1.0
2822,MORGAN (2016),8000000.0,3915251.0,7298786.0,,,,,,,,,,,,
2823,MORNING GLORY (2010),40000000.0,31011732.0,59795070.0,,,,,,,,,,,,
2824,MORTAL ENGINES (2018),100000000.0,15951040.0,85481904.0,,,,,,,,,,,,
2825,MORTAL KOMBAT (1995),20000000.0,70433227.0,122133227.0,,,,,,,,,,,,
2826,MORTAL KOMBAT (2021),55000000.0,42326031.0,83508259.0,,,,,,,,,,,,
2827,MORTAL KOMBAT ANNIHILATION (1997),30000000.0,35927406.0,51327406.0,Action/Adventure,PG-13,3.6,11.0,95.0,['John R. Leonetti'],Robin Shou,1997,0.0,1.0,1.0,1.0
2828,MORTDECAI (2015),60000000.0,7696134.0,30396134.0,,,,,,,,,,,,
2829,MORVERN CALLAR (2002),6000000.0,267194.0,267194.0,,,,,,,,,,,,
5964,MOTHER (2009),,,,Drama,R,7.8,79.0,129.0,['Bong Joon Ho'],Hye-ja Kim,2009,1.0,1.0,1.0,1.0
2830,MOTHER (2017),30000000.0,17800004.0,42531076.0,,,,,,,,,,,,
2831,MOTHER AND CHILD (2010),7000000.0,1110509.0,6537179.0,,,,,,,,,,,,
5965,MOTHER ANDROID (2021),,,,Sci-fi/Fantasy,R,4.9,43.0,110.0,['Mattson Tomlin'],Chloë Grace Moretz,2021,0.0,1.0,1.0,1.0
5966,MOTHER OF TEARS (2007),,,,Horror,R,5.0,52.0,102.0,['Dario Argento'],Asia Argento,2007,0.0,1.0,1.0,1.0
2832,MOTHER'S DAY (2016),25000000.0,32492859.0,52367022.0,,,,,,,,,,,,
2833,MOTHERHOOD (2009),10000000.0,93388.0,723388.0,,,,,,,,,,,,
2834,MOTHERLESS BROOKLYN (2019),26000000.0,9277736.0,18477276.0,,,,,,,,,,,,
2835,MOULIN ROUGE (2001),53000000.0,57386369.0,179199536.0,,,,,,,,,,,,
2836,MOUSE HUNT (1997),38000000.0,61894591.0,61894591.0,,,,,,,,,,,,
2837,MOVIE 43 (2012),10000000.0,8840453.0,31164747.0,,,,,,,,,,,,
5967,MOVIE 43 (2013),,,,Comedy,R,4.3,18.0,94.0,"['Elizabeth Banks', 'Steven Brill', 'Steve Carr', 'Rusty Cundieff', 'James Duffy', 'Griffin Dunne', 'Peter Farrelly', 'Patrik Forsberg', 'Will Graham', 'James Gunn', 'Brett Ratner', 'Jonathan van Tulleken', 'Bob Odenkirk']",Emma Stone,2013,0.0,1.0,0.0,13.0
2838,MR 3000 (2004),30000000.0,21800302.0,21827296.0,,,,,,,,,,,,
2839,MR AND MRS SMITH (2005),110000000.0,186336279.0,486124090.0,,,,,,,,,,,,
2840,MR BEAN'S HOLIDAY (2007),25000000.0,33302167.0,234981342.0,,,,,,,,,,,,
2841,MR CHURCH (2016),8000000.0,685780.0,685780.0,,,,,,,,,,,,
2842,MR DEEDS (2002),50000000.0,126293452.0,171269535.0,,,,,,,,,,,,
2843,MR HOLLAND'S OPUS (1995),31000000.0,82582604.0,106282604.0,,,,,,,,,,,,
5968,MR MAGOO (1997),,,,Comedy,PG,4.0,18.0,87.0,['Stanley Tong'],Leslie Nielsen,1997,0.0,1.0,1.0,1.0
2844,MR NICE GUY (1998),6000000.0,12716953.0,31716953.0,,,,,,,,,,,,
5969,MR NOBODY (2009),,,,Romance,R,7.8,63.0,141.0,['Jaco Van Dormael'],Jared Leto,2009,1.0,1.0,1.0,1.0
2845,MR NOBODY (2012),46500000.0,3622.0,22254.0,,,,,,,,,,,,
2846,MR PEABODY AND SHERMAN (2014),145000000.0,111506430.0,269806430.0,,,,,,,,,,,,
2847,MR POPPERS'S PENGUINS (2011),55000000.0,68224452.0,189624452.0,,,,,,,,,,,,
2848,MR SMITH GOES TO WASHINGTON (1939),1500000.0,9000000.0,9000000.0,Comedy-Drama,Passed,8.1,73.0,129.0,['Frank Capra'],James Stewart,1939,1.0,1.0,1.0,1.0
2849,MR TURNER (2014),14000000.0,3958546.0,25187026.0,,,,,,,,,,,,
5970,MR WOODCOCK (2007),,,,Romance,PG-13,5.2,41.0,87.0,['Craig Gillespie'],Billy Bob Thornton,2007,0.0,1.0,1.0,1.0
2850,MRS DOUBTFIRE (1993),25000000.0,219195051.0,441286003.0,,,,,,,,,,,,
2851,MRS HARRIS GOES TO PARIS (2022),13000000.0,10433915.0,21565915.0,,,,,,,,,,,,
2852,MRS HENDERSON PRESENTS (2005),20000000.0,11036366.0,27836366.0,,,,,,,,,,,,
2853,MRS WINTERBOURNE (1996),25000000.0,10039566.0,10039566.0,,,,,,,,,,,,
2854,MUCH ADO ABOUT NOTHING (1993),8000000.0,22549338.0,22549338.0,,,,,,,,,,,,
2855,MUD (2013),10000000.0,21590086.0,31556959.0,,,,,,,,,,,,
2856,MULAN (1998),90000000.0,120620254.0,303500000.0,Animation,G,7.6,71.0,88.0,"['Tony Bancroft', 'Barry Cook']",Ming-Na Wen,1998,1.0,1.0,0.0,2.0
2857,MULHOLLAND DRIVE (2001),15000000.0,7219578.0,20780568.0,Drama,R,7.9,85.0,147.0,['David Lynch'],Naomi Watts,2001,1.0,1.0,1.0,1.0
2858,MULTIPLICITY (1996),45000000.0,20133326.0,20133326.0,,,,,,,,,,,,
2859,MUMFORD (1999),28700000.0,4559569.0,4559569.0,,,,,,,,,,,,
2860,MUNICH (2005),75000000.0,47379090.0,131492772.0,,,,,,,,,,,,
2861,MUPPETS FROM SPACE (1999),24000000.0,16304786.0,16304786.0,,,,,,,,,,,,
2862,MUPPETS MOST WANTED (2014),55000000.0,51178893.0,79312301.0,,,,,,,,,,,,
2863,MURDER BY NUMBERS (2002),50000000.0,31874869.0,56643267.0,,,,,,,,,,,,
2864,MURDER ON THE ORIENT EXPRESS (2017),55000000.0,102826543.0,351767147.0,,,,,,,,,,,,
2865,MURDERBALL (2005),350000.0,1531154.0,1772979.0,,,,,,,,,,,,
2866,MUSIC AND LYRICS (2007),40000000.0,50572589.0,146196885.0,,,,,,,,,,,,
2867,MUST LOVE DOGS (2005),35000000.0,43894863.0,58405313.0,,,,,,,,,,,,
2868,MUSTANG (2015),1400000.0,845464.0,5552584.0,,,,,,,,,,,,
5971,MUTE (II) (2018),,,,Sci-fi/Fantasy,TV-MA,5.4,35.0,126.0,['Duncan Jones'],Alexander Skarsgård,II,0.0,1.0,1.0,1.0
2869,MUTINY ON THE BOUNTY (1962),19000000.0,13680000.0,13680000.0,,,,,,,,,,,,
2870,MUTUAL APPRECIATION (2006),30000.0,103509.0,103509.0,,,,,,,,,,,,
2871,MY ALL AMERICAN (2015),20000000.0,2246000.0,2246000.0,,,,,,,,,,,,
2872,MY BABY'S DADDY (2004),12000000.0,17321573.0,17322212.0,,,,,,,,,,,,
2873,MY BEST FRIEND'S GIRL (2008),20000000.0,19219250.0,34787111.0,,,,,,,,,,,,
2874,MY BEST FRIEND'S WEDDING (1997),46000000.0,126813153.0,298923419.0,,,,,,,,,,,,
2875,MY BIG FAT GREEK WEDDING (2002),5000000.0,241438208.0,374890034.0,,,,,,,,,,,,
2876,MY BIG FAT GREEK WEDDING 2 (2016),18000000.0,59689605.0,92096558.0,,,,,,,,,,,,
2877,MY BIG FAT INDEPENDENT MOVIE (2005),3000000.0,4655.0,4655.0,,,,,,,,,,,,
2878,MY BLOODY VALENTINE (2009),14000000.0,51545952.0,102836002.0,Horror,R,5.4,51.0,101.0,['Patrick Lussier'],Jensen Ackles,2009,0.0,1.0,1.0,1.0
2879,MY BLUEBERRY NIGHTS (2008),10000000.0,866778.0,22198996.0,,,,,,,,,,,,
2880,MY BOSS'S DAUGHTER (2003),14000000.0,15549702.0,15565357.0,Romance,PG-13,4.7,15.0,86.0,['David Zucker'],Ashton Kutcher,2003,0.0,1.0,1.0,1.0
2881,MY COUSIN VINNY (1992),11000000.0,52929168.0,52929168.0,Comedy-Drama,R,7.6,68.0,120.0,['Jonathan Lynn'],Joe Pesci,1992,1.0,1.0,1.0,1.0
2882,MY DATE WITH DREW (2005),1100.0,181041.0,181041.0,,,,,,,,,,,,
2883,MY DINNER WITH ANDRE (1981),475000.0,15063.0,15063.0,,,,,,,,,,,,
2884,MY DOG SKIP (2000),7000000.0,34099640.0,35795319.0,,,,,,,,,,,,
2885,MY DOG TULIP (2010),350000.0,246574.0,310891.0,,,,,,,,,,,,
2886,MY FAIR LADY (1964),17000000.0,72000000.0,72072607.0,Drama,G,7.8,95.0,170.0,['George Cukor'],Audrey Hepburn,1964,1.0,1.0,1.0,1.0
2887,MY FAVORITE MARTIAN (1999),60000000.0,36850101.0,36850101.0,Comedy,PG,5.1,33.0,94.0,['Donald Petrie'],Christopher Lloyd,1999,0.0,1.0,1.0,1.0
2888,MY FELLOW AMERICANS (1996),21500000.0,22331846.0,22331846.0,,,,,,,,,,,,
2889,MY GIRL (1991),16500000.0,58011485.0,58011485.0,,,,,,,,,,,,
5972,MY LEFT FOOT (1989),,,,Biography,R,7.9,97.0,103.0,['Jim Sheridan'],Daniel Day-Lewis,1989,1.0,1.0,1.0,1.0
5973,MY LIFE AS A ZUCCHINI (2016),,,,Comedy,PG-13,7.7,85.0,70.0,['Claude Barras'],Gaspard Schlatter,2016,1.0,1.0,1.0,1.0
2890,MY LIFE IN RUINS (2009),17000000.0,8677425.0,20477425.0,,,,,,,,,,,,
2891,MY LIFE WITHOUT ME (2003),2500000.0,432360.0,12267275.0,,,,,,,,,,,,
2892,MY LITTLE PONY THE MOVIE (2017),6500000.0,21885107.0,61294644.0,,,,,,,,,,,,
2893,MY NAME IS BRUCE (2008),1500000.0,173066.0,173066.0,,,,,,,,,,,,
2894,MY NAME IS KHAN (2010),8470000.0,4046336.0,42355526.0,Romance,PG-13,7.9,50.0,165.0,['Karan Johar'],Shah Rukh Khan,2010,1.0,1.0,1.0,1.0
5974,MY NEIGHBOR TOTORO (1988),,,,Comedy,G,8.1,86.0,86.0,['Hayao Miyazaki'],Hitoshi Takagi,1988,1.0,1.0,1.0,1.0
2895,MY OLD LADY (2014),5000000.0,4011530.0,15220308.0,,,,,,,,,,,,
2896,MY OWN PRIVATE IDAHO (1991),2500000.0,6401336.0,6402775.0,,,,,,,,,,,,
2897,MY SISTER'S KEEPER (2009),27500000.0,49200230.0,96673002.0,,,,,,,,,,,,
2898,MY SOUL TO TAKE (2010),25000000.0,14744435.0,16727470.0,Horror,R,4.7,25.0,107.0,['Wes Craven'],Max Thieriot,2010,0.0,1.0,1.0,1.0
2899,MY STEPMOTHER IS AN ALIEN (1988),16000000.0,13854000.0,13854000.0,Sci-fi/Fantasy,PG-13,5.4,47.0,105.0,['Richard Benjamin'],Dan Aykroyd,1988,0.0,1.0,1.0,1.0
2900,MY SUMMER OF LOVE (2005),1700000.0,1000915.0,4727375.0,,,,,,,,,,,,
2901,MY SUPER EX GIRLFRIEND (2006),30000000.0,22530295.0,60772856.0,Romance,PG-13,5.2,50.0,96.0,['Ivan Reitman'],Uma Thurman,2006,0.0,1.0,1.0,1.0
2902,MY WEEK WITH MARILYN (2011),10000000.0,14597405.0,34240572.0,,,,,,,,,,,,
2903,MYSTERY ALASKA (1999),28000000.0,8891623.0,8891623.0,,,,,,,,,,,,
2904,MYSTERY MEN (1999),68000000.0,29762011.0,33462011.0,,,,,,,,,,,,
2905,MYSTIC PIZZA (1988),6000000.0,12793213.0,12793213.0,,,,,,,,,,,,
2906,MYSTIC RIVER (2003),30000000.0,90135191.0,156822020.0,Drama,R,7.9,84.0,138.0,['Clint Eastwood'],Sean Penn,2003,1.0,1.0,1.0,1.0
2907,N SECURE (2010),1600000.0,2595644.0,2595644.0,,,,,,,,,,,,
2908,NACHO LIBRE (2006),32000000.0,80197993.0,99296462.0,,,,,,,,,,,,
5975,NAKED (1993),,,,Comedy-Drama,Not Rated,7.7,85.0,131.0,['Mike Leigh'],David Thewlis,1993,1.0,1.0,1.0,1.0
2909,NAKED GUN 33 1 3 THE FINAL INSULT (1994),30000000.0,51041856.0,51041856.0,,,,,,,,,,,,
2910,NAMASTEY LONDON (2007),8400000.0,1207007.0,6831069.0,,,,,,,,,,,,
2911,NANCY DREW (2007),20000000.0,25584685.0,30703845.0,,,,,,,,,,,,
2912,NANCY DREW AND THE HIDDEN STAIRCASE (2019),17000000.0,623088.0,624549.0,,,,,,,,,,,,
2913,NANJING NANJING (2009),12000000.0,122558.0,20122558.0,,,,,,,,,,,,
2914,NANNERL LA SOEUR DE MOZART (2011),4500000.0,707885.0,2404639.0,,,,,,,,,,,,
2915,NANNY MCPHEE (2006),25000000.0,47279279.0,128745578.0,,,,,,,,,,,,
2916,NANNY MCPHEE AND THE BIG BANG (2010),35000000.0,29197642.0,97799865.0,,,,,,,,,,,,
2917,NAPOLEON DYNAMITE (2004),400000.0,44540956.0,46122713.0,,,,,,,,,,,,
2918,NARC (2002),7500000.0,10465659.0,11843260.0,,,,,,,,,,,,
5976,NASHVILLE (1975),,,,Comedy-Drama,R,7.7,96.0,160.0,['Robert Altman'],Keith Carradine,1975,1.0,1.0,1.0,1.0
2919,NATIONAL CHAMPIONS (2021),9000000.0,475488.0,475488.0,,,,,,,,,,,,
2920,NATIONAL LAMPOON'S ANIMAL HOUSE (1978),3000000.0,141600000.0,141600000.0,,,,,,,,,,,,
2921,NATIONAL LAMPOON'S VACATION (1983),15000000.0,61400000.0,61400000.0,,,,,,,,,,,,
2922,NATIONAL LAMPOON'S VAN WILDER (2002),6000000.0,21305259.0,39241323.0,,,,,,,,,,,,
2923,NATIONAL TREASURE (2004),100000000.0,173005002.0,331323410.0,,,,,,,,,,,,
2924,NATURALLY NATIVE (1999),700000.0,10508.0,10508.0,,,,,,,,,,,,
5977,NAUSICAA OF THE VALLEY OF THE WIND (1984),,,,Animation,PG,8.0,86.0,117.0,['Hayao Miyazaki'],Sumi Shimamoto,1984,1.0,1.0,1.0,1.0
2925,NE LE DIS A PERSONNE (2008),18500000.0,6198883.0,33954018.0,,,,,,,,,,,,
2926,NEAL N' NIKKI (2005),1300000.0,100358.0,329621.0,,,,,,,,,,,,
2927,NEBRASKA (2013),12000000.0,17654912.0,24761360.0,Comedy-Drama,R,7.7,87.0,115.0,['Alexander Payne'],Bruce Dern,2013,1.0,1.0,1.0,1.0
2928,NEED FOR SPEED (2014),66000000.0,43568507.0,194169619.0,,,,,,,,,,,,
2929,NEIGHBORS (2014),18000000.0,150086800.0,270944428.0,,,,,,,,,,,,
2930,NEIGHBORS 2 SORORITY RISING (2016),35000000.0,55340730.0,108757621.0,,,,,,,,,,,,
2931,NEMESIS (1993),2000000.0,2001124.0,2001124.0,,,,,,,,,,,,
2932,NERVE (2016),20000000.0,38583626.0,85583945.0,,,,,,,,,,,,
2933,NETWORK (1976),3800000.0,23689877.0,23689877.0,Drama,R,8.1,83.0,121.0,['Sidney Lumet'],Faye Dunaway,1976,1.0,1.0,1.0,1.0
2934,NEVER AGAIN (2002),500000.0,307631.0,308793.0,,,,,,,,,,,,
2935,NEVER BACK DOWN (2008),21000000.0,24850922.0,39319801.0,,,,,,,,,,,,
2936,NEVER LET ME GO (2010),15000000.0,2434652.0,11173718.0,,,,,,,,,,,,
2937,NEVER SAY NEVER AGAIN (1983),36000000.0,55500000.0,160000000.0,,,,,,,,,,,,
2938,NEW IN TOWN (2009),8000000.0,16734283.0,29937909.0,,,,,,,,,,,,
2939,NEW YEAR'S EVE (2011),26000000.0,54544638.0,146850273.0,,,,,,,,,,,,
2940,NEW YORK MINUTE (2004),40000000.0,14018364.0,21156715.0,Comedy,PG,4.9,33.0,91.0,['Dennie Gordon'],Mary-Kate Olsen,2004,0.0,1.0,1.0,1.0
2941,NEW YORK NEW YORK (1977),14000000.0,13800000.0,13800302.0,,,,,,,,,,,,
2942,NEW YORK STORIES (1989),15000000.0,10763469.0,10763469.0,,,,,,,,,,,,
2943,NEWLYWEDS (2012),9000.0,4584.0,4584.0,,,,,,,,,,,,
2944,NEWS OF THE WORLD (2020),38000000.0,12668325.0,12668325.0,,,,,,,,,,,,
2945,NEXT (2007),70000000.0,18211013.0,73591500.0,,,,,,,,,,,,
2946,NEXT DAY AIR (2009),3000000.0,10027047.0,10172519.0,,,,,,,,,,,,
2947,NEXT FRIDAY (2000),9500000.0,57176582.0,59675307.0,,,,,,,,,,,,
2948,NEXT STOP WONDERLAND (1998),1000000.0,3395581.0,3465703.0,,,,,,,,,,,,
2949,NIAGARA (1953),1250000.0,2500000.0,2500000.0,,,,,,,,,,,,
2950,NICHOLAS NICKLEBY (2002),10000000.0,1562800.0,3311924.0,,,,,,,,,,,,
2951,NICK AND NORAH'S INFINITE PLAYLIST (2008),10000000.0,31487293.0,33886017.0,,,,,,,,,,,,
2952,NIGHT AT THE MUSEUM (2006),110000000.0,250863268.0,579446407.0,,,,,,,,,,,,
2953,NIGHT AT THE MUSEUM BATTLE OF THE SMITHSONIAN (2009),150000000.0,177243721.0,402231063.0,,,,,,,,,,,,
2954,NIGHT AT THE MUSEUM SECRET OF THE TOMB (2014),127000000.0,113746621.0,353756621.0,,,,,,,,,,,,
2955,NIGHT OF THE LIVING DEAD (1968),114000.0,12087064.0,30087064.0,Horror,Not Rated,7.8,89.0,96.0,['George A. Romero'],Duane Jones,1968,1.0,1.0,1.0,1.0
2956,NIGHT OF THE LIVING DEAD (1990),4200000.0,5835247.0,5835247.0,,,,,,,,,,,,
5978,NIGHT ON EARTH (1991),,,,Comedy-Drama,R,7.7,68.0,129.0,['Jim Jarmusch'],Winona Ryder,1991,1.0,1.0,1.0,1.0
